base_date,Local Code,label_high_20,label_low_20
2020-02-05,2020-02-05-3474,0.09811857,-0.059684657
2020-02-13,2020-02-13-3474,0.0981134,-0.059641816
2020-05-14,2020-05-14-3474,0.098446645,-0.059741706
2020-08-13,2020-08-13-3474,0.09881591,-0.059873827
2020-11-12,2020-11-12-3474,0.09835808,-0.05971487
2020-03-10,2020-03-10-3475,0.09741231,-0.060179576
2020-06-09,2020-06-09-3475,0.09537155,-0.05948413
2020-09-09,2020-09-09-3475,0.09446812,-0.059384607
2020-09-29,2020-09-29-3475,0.093832485,-0.059998825
2020-12-11,2020-12-11-3475,0.09278626,-0.059878923
2020-02-13,2020-02-13-3477,0.09293428,-0.058588915
2020-05-20,2020-05-20-3477,0.09477926,-0.058874518
2020-06-11,2020-06-11-3477,0.095192984,-0.058954112
2020-08-07,2020-08-07-3477,0.095194556,-0.0589708
2020-11-12,2020-11-12-3477,0.094275996,-0.058804594
2020-01-14,2020-01-14-3479,0.07800422,-0.058022827
2020-03-06,2020-03-06-3479,0.091026165,-0.060703844
2020-04-21,2020-04-21-3479,0.09972479,-0.06434897
2020-07-15,2020-07-15-3479,0.09308364,-0.06121304
2020-10-15,2020-10-15-3479,0.08892766,-0.0593592
2020-03-06,2020-03-06-3480,0.08856124,-0.058017112
2020-03-13,2020-03-13-3480,0.09029293,-0.058379903
2020-06-12,2020-06-12-3480,0.087933205,-0.057893008
2020-09-11,2020-09-11-3480,0.08529372,-0.05782088
2020-12-01,2020-12-01-3480,0.083644025,-0.058063455
2020-12-14,2020-12-14-3480,0.08189074,-0.058173142
2020-02-14,2020-02-14-3482,0.09455923,-0.05912143
2020-04-30,2020-04-30-3482,0.09736343,-0.05968728
2020-08-05,2020-08-05-3482,0.09731069,-0.059668824
2020-10-30,2020-10-30-3482,0.09715626,-0.061106227
2020-12-24,2020-12-24-3482,0.095275074,-0.059324548
2020-02-03,2020-02-03-3484,0.09595189,-0.05970595
2020-05-08,2020-05-08-3484,0.09683073,-0.05978109
2020-08-03,2020-08-03-3484,0.09757423,-0.059818007
2020-11-02,2020-11-02-3484,0.09594306,-0.05927214
2020-02-13,2020-02-13-3486,0.09662201,-0.059327632
2020-05-15,2020-05-15-3486,0.09715116,-0.059594512
2020-08-07,2020-08-07-3486,0.09642674,-0.059390105
2020-11-09,2020-11-09-3486,0.09582029,-0.059177607
2020-02-14,2020-02-14-3489,0.090687335,-0.058398366
2020-03-24,2020-03-24-3489,0.09345109,-0.058949634
2020-05-22,2020-05-22-3489,0.09428469,-0.058779128
2020-08-14,2020-08-14-3489,0.093778916,-0.05874464
2020-11-06,2020-11-06-3489,0.093103044,-0.058662355
2020-01-10,2020-01-10-3490,0.09097468,-0.058388233
2020-02-28,2020-02-28-3490,0.09382143,-0.058746748
2020-04-13,2020-04-13-3490,0.09508025,-0.05891651
2020-07-10,2020-07-10-3490,0.09377492,-0.058721423
2020-10-09,2020-10-09-3490,0.09242987,-0.05853495
2020-03-12,2020-03-12-3491,0.09843823,-0.061480448
2020-06-11,2020-06-11-3491,0.09382915,-0.059868664
2020-09-14,2020-09-14-3491,0.09094613,-0.059678465
2020-12-15,2020-12-15-3491,0.082853466,-0.059950136
2020-02-14,2020-02-14-3494,0.09152181,-0.05839368
2020-05-15,2020-05-15-3494,0.09436956,-0.058809027
2020-08-14,2020-08-14-3494,0.09225132,-0.058497116
2020-11-13,2020-11-13-3494,0.09271657,-0.058513336
2020-02-13,2020-02-13-3495,0.09079976,-0.05837574
2020-05-14,2020-05-14-3495,0.092252366,-0.05849313
2020-08-11,2020-08-11-3495,0.09162643,-0.058436297
2020-11-06,2020-11-06-3495,0.090912424,-0.058391377
2020-11-12,2020-11-12-3495,0.09057077,-0.058304742
2020-01-28,2020-01-28-3496,0.08359478,-0.0579227
2020-04-30,2020-04-30-3496,0.088057116,-0.0578885
2020-07-30,2020-07-30-3496,0.07923076,-0.058375187
2020-11-09,2020-11-09-3496,0.07002087,-0.053675864
2020-03-13,2020-03-13-3497,0.09722616,-0.05961457
2020-06-25,2020-06-25-3497,0.09376354,-0.058760323
2020-07-14,2020-07-14-3497,0.0939071,-0.058810994
2020-09-14,2020-09-14-3497,0.09462905,-0.05884716
2020-12-15,2020-12-15-3497,0.09458688,-0.058849387
2020-01-14,2020-01-14-3498,0.070745386,-0.05414083
2020-04-03,2020-04-03-3498,0.08505821,-0.057228737
2020-07-03,2020-07-03-3498,0.07837343,-0.058222726
2020-09-04,2020-09-04-3498,0.08106566,-0.05828145
2020-10-09,2020-10-09-3498,0.07699556,-0.057416156
2020-01-10,2020-01-10-3501,0.08543208,-0.057732403
2020-04-14,2020-04-14-3501,0.090107016,-0.058267996
2020-07-14,2020-07-14-3501,0.08886916,-0.058020286
2020-10-13,2020-10-13-3501,0.08835801,-0.057939596
2020-01-31,2020-01-31-3512,0.0973412,-0.059508815
2020-05-15,2020-05-15-3512,0.09759259,-0.059508614
2020-07-31,2020-07-31-3512,0.09763585,-0.059550114
2020-10-29,2020-10-29-3512,0.097402014,-0.059507906
2020-10-30,2020-10-30-3512,0.09742182,-0.059513897
2020-01-31,2020-01-31-3513,0.091482855,-0.058432132
2020-05-25,2020-05-25-3513,0.09163012,-0.058397047
2020-07-31,2020-07-31-3513,0.09247304,-0.058523014
2020-10-29,2020-10-29-3513,0.092088655,-0.058476105
2020-10-30,2020-10-30-3513,0.09217702,-0.058479927
2020-02-13,2020-02-13-3515,0.08533521,-0.057645075
2020-05-14,2020-05-14-3515,0.08613978,-0.057649262
2020-08-12,2020-08-12-3515,0.08733813,-0.057773903
2020-11-12,2020-11-12-3515,0.08730755,-0.057782277
2020-02-13,2020-02-13-3521,0.10386191,-0.06292859
2020-05-14,2020-05-14-3521,0.10205261,-0.06134282
2020-08-12,2020-08-12-3521,0.1011419,-0.06074372
2020-11-10,2020-11-10-3521,0.101046205,-0.060582533
2020-03-10,2020-03-10-3524,0.091566585,-0.058470786
2020-06-04,2020-06-04-3524,0.09165532,-0.058468997
2020-06-10,2020-06-10-3524,0.09199107,-0.058494695
2020-09-14,2020-09-14-3524,0.09147097,-0.058443643
2020-12-11,2020-12-11-3524,0.09075186,-0.058392428
2020-02-07,2020-02-07-3526,0.09189726,-0.05849904
2020-05-13,2020-05-13-3526,0.09527869,-0.059023514
2020-06-17,2020-06-17-3526,0.09507345,-0.058998004
2020-08-07,2020-08-07-3526,0.09476523,-0.058965437
2020-11-13,2020-11-13-3526,0.094578005,-0.058871925
2020-02-14,2020-02-14-3528,0.10759392,-0.06923209
2020-05-15,2020-05-15-3528,0.068276085,-0.049057886
2020-08-12,2020-08-12-3528,0.103969716,-0.06834616
2020-11-11,2020-11-11-3528,0.1081371,-0.06888735
2020-01-31,2020-01-31-3529,0.09575259,-0.059196234
2020-05-15,2020-05-15-3529,0.09663425,-0.059331834
2020-07-31,2020-07-31-3529,0.097182274,-0.05950316
2020-10-30,2020-10-30-3529,0.09730012,-0.059529506
2020-01-14,2020-01-14-3536,0.10290673,-0.061998695
2020-04-10,2020-04-10-3536,0.10518276,-0.07139953
2020-04-14,2020-04-14-3536,0.10012881,-0.06324002
2020-07-14,2020-07-14-3536,0.084218316,-0.057826295
2020-08-12,2020-08-12-3536,0.10258586,-0.06195645
2020-08-14,2020-08-14-3536,0.025875535,-0.013204102
2020-10-15,2020-10-15-3536,0.0546126,-0.04107755
2020-02-07,2020-02-07-3537,0.093426235,-0.058662347
2020-05-11,2020-05-11-3537,0.0940189,-0.058731318
2020-08-07,2020-08-07-3537,0.094451234,-0.05881846
2020-11-06,2020-11-06-3537,0.09458453,-0.05885134
2020-02-07,2020-02-07-3538,0.094963275,-0.0590332
2020-05-08,2020-05-08-3538,0.09680384,-0.05954516
2020-08-14,2020-08-14-3538,0.09693035,-0.059521012
2020-11-11,2020-11-11-3538,0.096731015,-0.05942098
2020-03-12,2020-03-12-3539,0.08995553,-0.05835045
2020-06-12,2020-06-12-3539,0.08653291,-0.05791852
2020-07-27,2020-07-27-3539,0.08293964,-0.058910497
2020-09-11,2020-09-11-3539,0.083883986,-0.058242194
2020-12-11,2020-12-11-3539,0.08733087,-0.057942353
2020-02-13,2020-02-13-3540,0.08416323,-0.05779767
2020-05-12,2020-05-12-3540,0.086505614,-0.057745755
2020-08-11,2020-08-11-3540,0.076565355,-0.057180047
2020-10-20,2020-10-20-3540,0.05437239,-0.04616296
2020-11-10,2020-11-10-3540,0.06166592,-0.050154235
2020-01-14,2020-01-14-3541,0.09756513,-0.059876777
2020-04-13,2020-04-13-3541,0.107377365,-0.06745413
2020-07-14,2020-07-14-3541,0.098710485,-0.060543478
2020-10-07,2020-10-07-3541,0.09765769,-0.060760304
2020-10-14,2020-10-14-3541,0.103861,-0.06677441
2020-01-31,2020-01-31-3542,0.09675861,-0.059387714
2020-04-09,2020-04-09-3542,0.09759686,-0.05953546
2020-05-15,2020-05-15-3542,0.09409318,-0.05885011
2020-07-31,2020-07-31-3542,0.09080469,-0.0589149
2020-10-30,2020-10-30-3542,0.08904696,-0.058522947
2020-01-10,2020-01-10-3543,0.08947213,-0.058657408
2020-04-10,2020-04-10-3543,0.09612364,-0.062138587
2020-07-15,2020-07-15-3543,0.09152397,-0.059507713
2020-10-14,2020-10-14-3543,0.0910088,-0.059290215
2020-03-18,2020-03-18-3544,0.089994736,-0.05829624
2020-06-19,2020-06-19-3544,0.08867979,-0.057987936
2020-09-18,2020-09-18-3544,0.08892685,-0.05810079
2020-12-18,2020-12-18-3544,0.088831894,-0.058027267
2020-01-10,2020-01-10-3546,0.09479221,-0.05902507
2020-04-13,2020-04-13-3546,0.09571823,-0.05911106
2020-07-10,2020-07-10-3546,0.09416263,-0.05912696
2020-09-17,2020-09-17-3546,0.091827475,-0.059067957
2020-10-12,2020-10-12-3546,0.09272723,-0.05971361
2020-01-14,2020-01-14-3547,0.088515714,-0.058371276
2020-04-14,2020-04-14-3547,0.096483834,-0.06122961
2020-07-01,2020-07-01-3547,0.092164524,-0.059386373
2020-07-15,2020-07-15-3547,0.0912482,-0.05885335
2020-10-15,2020-10-15-3547,0.091641665,-0.05903972
2020-01-14,2020-01-14-3548,0.094633006,-0.059263624
2020-04-14,2020-04-14-3548,0.09725558,-0.059683666
2020-07-15,2020-07-15-3548,0.09678564,-0.05959834
2020-10-15,2020-10-15-3548,0.09674781,-0.059436306
2020-03-17,2020-03-17-3549,0.06431143,-0.05130242
2020-07-02,2020-07-02-3549,0.055853393,-0.04662277
2020-09-17,2020-09-17-3549,0.05059516,-0.0437143
2020-12-21,2020-12-21-3549,0.052599102,-0.044987038
2020-01-08,2020-01-08-3550,0.09646871,-0.059510604
2020-01-30,2020-01-30-3550,0.09664916,-0.0598502
2020-04-13,2020-04-13-3550,0.09902609,-0.060013935
2020-07-13,2020-07-13-3550,0.09825852,-0.059933178
2020-10-13,2020-10-13-3550,0.09766782,-0.059736192
2020-02-12,2020-02-12-3551,0.095411025,-0.059055135
2020-05-15,2020-05-15-3551,0.0956799,-0.05905722
2020-08-12,2020-08-12-3551,0.0953068,-0.059004776
2020-10-09,2020-10-09-3551,0.095047005,-0.05896373
2020-11-12,2020-11-12-3551,0.09512207,-0.05898367
2020-02-05,2020-02-05-3553,0.095493026,-0.059066944
2020-05-01,2020-05-01-3553,0.096437834,-0.059258007
2020-07-30,2020-07-30-3553,0.09674438,-0.059371486
2020-10-23,2020-10-23-3553,0.09665736,-0.059337594
2020-10-30,2020-10-30-3553,0.09684863,-0.05955015
2020-02-13,2020-02-13-3556,0.09697447,-0.05983208
2020-05-15,2020-05-15-3556,0.098757915,-0.060247064
2020-08-14,2020-08-14-3556,0.099739976,-0.060951248
2020-11-13,2020-11-13-3556,0.09960524,-0.06156628
2020-01-14,2020-01-14-3557,0.09040132,-0.058300197
2020-03-02,2020-03-02-3557,0.092795156,-0.058614746
2020-04-14,2020-04-14-3557,0.094529875,-0.05880136
2020-07-15,2020-07-15-3557,0.094094045,-0.05876951
2020-10-15,2020-10-15-3557,0.09389644,-0.05879689
2020-01-14,2020-01-14-3558,0.09633501,-0.060062237
2020-04-14,2020-04-14-3558,0.09836397,-0.062029377
2020-07-14,2020-07-14-3558,0.095713556,-0.061713196
2020-10-14,2020-10-14-3558,0.08623685,-0.06053429
2020-02-12,2020-02-12-3559,0.09363464,-0.05904372
2020-03-11,2020-03-11-3559,0.09613898,-0.0595861
2020-04-30,2020-04-30-3559,0.094826005,-0.059083536
2020-05-13,2020-05-13-3559,0.09452785,-0.05899273
2020-08-12,2020-08-12-3559,0.094520144,-0.058890954
2020-11-12,2020-11-12-3559,0.09475716,-0.058933616
2020-01-10,2020-01-10-3560,0.072301485,-0.05451191
2020-04-09,2020-04-09-3560,0.07905284,-0.058228977
2020-07-15,2020-07-15-3560,0.07950974,-0.058256008
2020-10-14,2020-10-14-3560,0.07928891,-0.05822187
2020-02-10,2020-02-10-3561,0.09505256,-0.059323654
2020-04-14,2020-04-14-3561,0.09754314,-0.05997686
2020-05-22,2020-05-22-3561,0.096500926,-0.059489816
2020-08-12,2020-08-12-3561,0.096815296,-0.0596055
2020-11-12,2020-11-12-3561,0.09701334,-0.059636496
2020-01-14,2020-01-14-3562,0.0972443,-0.059853382
2020-04-14,2020-04-14-3562,0.09830748,-0.05986853
2020-07-14,2020-07-14-3562,0.0999687,-0.061990768
2020-08-26,2020-08-26-3562,0.09520031,-0.059754044
2020-10-14,2020-10-14-3562,0.09365826,-0.060885638
2020-10-19,2020-10-19-3562,0.09580365,-0.06325668
2020-02-06,2020-02-06-3563,0.09800299,-0.06494324
2020-02-20,2020-02-20-3563,0.098547965,-0.06454171
2020-04-23,2020-04-23-3563,0.10317519,-0.066250056
2020-05-07,2020-05-07-3563,0.100117214,-0.06411423
2020-08-04,2020-08-04-3563,0.09839439,-0.06498018
2020-11-06,2020-11-06-3563,0.09214031,-0.06189347
2020-03-11,2020-03-11-3565,0.09770831,-0.06194836
2020-06-10,2020-06-10-3565,0.09494588,-0.06169711
2020-07-08,2020-07-08-3565,0.09446051,-0.061387368
2020-08-25,2020-08-25-3565,0.09135861,-0.05991149
2020-09-09,2020-09-09-3565,0.091317676,-0.05965645
2020-12-09,2020-12-09-3565,0.0910434,-0.059177883
2020-02-07,2020-02-07-3566,0.09160208,-0.058414802
2020-05-14,2020-05-14-3566,0.09378057,-0.0587385
2020-08-05,2020-08-05-3566,0.0922938,-0.0585273
2020-11-02,2020-11-02-3566,0.09059803,-0.05833652
2020-02-04,2020-02-04-3569,0.0922307,-0.058915578
2020-05-21,2020-05-21-3569,0.09275281,-0.05893311
2020-08-06,2020-08-06-3569,0.09329506,-0.059024185
2020-11-04,2020-11-04-3569,0.09173914,-0.059326164
2020-02-12,2020-02-12-3571,0.09434318,-0.058827028
2020-04-08,2020-04-08-3571,0.09456772,-0.05887016
2020-05-11,2020-05-11-3571,0.094696015,-0.05885771
2020-08-05,2020-08-05-3571,0.09440537,-0.058828443
2020-11-11,2020-11-11-3571,0.0945408,-0.058885284
2020-01-31,2020-01-31-3577,0.09333169,-0.05866164
2020-05-08,2020-05-08-3577,0.09341443,-0.058633678
2020-07-31,2020-07-31-3577,0.09360232,-0.05869417
2020-10-23,2020-10-23-3577,0.09329491,-0.05863411
2020-11-02,2020-11-02-3577,0.093987934,-0.058758616
2020-02-12,2020-02-12-3578,0.09714414,-0.059433877
2020-05-13,2020-05-13-3578,0.09802786,-0.05962182
2020-08-06,2020-08-06-3578,0.09805765,-0.05963122
2020-11-12,2020-11-12-3578,0.097772494,-0.05957462
2020-02-04,2020-02-04-3580,0.095741004,-0.059165344
2020-05-08,2020-05-08-3580,0.09607201,-0.059274748
2020-07-31,2020-07-31-3580,0.09629219,-0.059324697
2020-10-28,2020-10-28-3580,0.09527656,-0.059084177
2020-02-07,2020-02-07-3583,0.0953426,-0.05901459
2020-05-12,2020-05-12-3583,0.096146606,-0.05915688
2020-08-14,2020-08-14-3583,0.09605782,-0.059067734
2020-11-10,2020-11-10-3583,0.09581989,-0.0591131
2020-01-31,2020-01-31-3591,0.08530997,-0.05816932
2020-05-12,2020-05-12-3591,0.08989414,-0.059020728
2020-05-15,2020-05-15-3591,0.090345964,-0.059104495
2020-07-31,2020-07-31-3591,0.09110773,-0.059112377
2020-10-30,2020-10-30-3591,0.09001806,-0.05856993
2020-01-16,2020-01-16-3593,0.08171407,-0.058463253
2020-04-10,2020-04-10-3593,0.08257685,-0.058729008
2020-07-10,2020-07-10-3593,0.084817335,-0.058318153
2020-10-12,2020-10-12-3593,0.08217818,-0.058499083
2020-02-14,2020-02-14-3597,0.06087131,-0.049519673
2020-05-15,2020-05-15-3597,0.06953787,-0.053456288
2020-08-12,2020-08-12-3597,0.06994244,-0.053640235
2020-11-13,2020-11-13-3597,0.06965143,-0.05351657
2020-01-31,2020-01-31-3598,0.09926627,-0.059918076
2020-05-12,2020-05-12-3598,0.099536635,-0.059884466
2020-05-13,2020-05-13-3598,0.10059822,-0.060774185
2020-08-07,2020-08-07-3598,0.09932209,-0.05988507
2020-11-09,2020-11-09-3598,0.09943735,-0.05987054
2020-11-10,2020-11-10-3598,0.09949344,-0.059906878
2020-02-13,2020-02-13-3600,0.089371264,-0.05811525
2020-05-26,2020-05-26-3600,0.09045523,-0.058300957
2020-05-27,2020-05-27-3600,0.090895616,-0.058364093
2020-08-13,2020-08-13-3600,0.09105454,-0.05837187
2020-11-13,2020-11-13-3600,0.089508064,-0.058158956
2020-02-10,2020-02-10-3604,0.041254435,-0.021881953
2020-05-12,2020-05-12-3604,0.09432417,-0.0608807
2020-06-11,2020-06-11-3604,0.09431809,-0.059873357
2020-08-04,2020-08-04-3604,0.09232003,-0.058998786
2020-11-10,2020-11-10-3604,0.09279115,-0.058914766
2020-01-10,2020-01-10-3607,0.097376406,-0.059504926
2020-04-03,2020-04-03-3607,0.098157175,-0.059685484
2020-07-03,2020-07-03-3607,0.097715415,-0.059594765
2020-10-02,2020-10-02-3607,0.09855433,-0.059723295
2020-01-10,2020-01-10-3608,0.09806594,-0.06030743
2020-01-22,2020-01-22-3608,0.097571574,-0.059890196
2020-04-13,2020-04-13-3608,0.09978843,-0.060914993
2020-07-02,2020-07-02-3608,0.098813705,-0.060397677
2020-10-02,2020-10-02-3608,0.100230634,-0.060901575
2020-02-13,2020-02-13-3611,0.08936081,-0.05820456
2020-05-15,2020-05-15-3611,0.08879108,-0.05807489
2020-05-22,2020-05-22-3611,0.088790655,-0.058064535
2020-07-15,2020-07-15-3611,0.090144254,-0.058304578
2020-08-12,2020-08-12-3611,0.0888735,-0.058104813
2020-11-10,2020-11-10-3611,0.08783254,-0.057926573
2020-11-13,2020-11-13-3611,0.08678069,-0.057868265
2020-02-03,2020-02-03-3612,0.088499255,-0.058346763
2020-04-17,2020-04-17-3612,0.09389521,-0.059746183
2020-05-07,2020-05-07-3612,0.09407317,-0.059787095
2020-08-05,2020-08-05-3612,0.093620524,-0.059527427
2020-11-04,2020-11-04-3612,0.09278788,-0.05923134
2020-01-31,2020-01-31-3622,0.096546754,-0.05932954
2020-04-16,2020-04-16-3622,0.09775383,-0.05959829
2020-04-28,2020-04-28-3622,0.09690244,-0.059422687
2020-07-31,2020-07-31-3622,0.09676965,-0.059392713
2020-10-30,2020-10-30-3622,0.09597431,-0.059186123
2020-02-13,2020-02-13-3623,0.09424858,-0.058872618
2020-05-13,2020-05-13-3623,0.094792835,-0.059260324
2020-08-13,2020-08-13-3623,0.09109834,-0.05865123
2020-11-12,2020-11-12-3623,0.09148014,-0.05882021
2020-02-13,2020-02-13-3624,0.09809267,-0.06031187
2020-05-14,2020-05-14-3624,0.09927433,-0.060500264
2020-06-18,2020-06-18-3624,0.09934003,-0.06065446
2020-07-31,2020-07-31-3624,0.0990831,-0.060072094
2020-08-13,2020-08-13-3624,0.104975335,-0.06507102
2020-11-12,2020-11-12-3624,0.098625466,-0.05985955
2020-02-07,2020-02-07-3625,0.09187054,-0.05875975
2020-05-15,2020-05-15-3625,0.09535076,-0.05940085
2020-08-14,2020-08-14-3625,0.095800914,-0.059309423
2020-11-06,2020-11-06-3625,0.095300466,-0.059105918
2020-02-06,2020-02-06-3626,0.097465314,-0.064110614
2020-05-12,2020-05-12-3626,0.0980204,-0.06457077
2020-08-06,2020-08-06-3626,0.093767524,-0.062256373
2020-11-10,2020-11-10-3626,0.09472463,-0.062778085
2020-01-10,2020-01-10-3627,0.09680376,-0.060179114
2020-04-21,2020-04-21-3627,0.09923061,-0.06151505
2020-07-14,2020-07-14-3627,0.098239414,-0.060824536
2020-10-14,2020-10-14-3627,0.096402206,-0.05975578
2020-02-07,2020-02-07-3628,0.08490836,-0.05790493
2020-05-14,2020-05-14-3628,0.08878777,-0.05804161
2020-08-04,2020-08-04-3628,0.090090245,-0.05834113
2020-08-14,2020-08-14-3628,0.08877959,-0.058102913
2020-11-12,2020-11-12-3628,0.081812,-0.058076575
2020-01-31,2020-01-31-3630,0.08477612,-0.05802747
2020-05-01,2020-05-01-3630,0.08676146,-0.057878055
2020-07-30,2020-07-30-3630,0.07642424,-0.05696296
2020-10-30,2020-10-30-3630,0.08286857,-0.058595553
2020-02-03,2020-02-03-3632,0.104362644,-0.06511023
2020-05-14,2020-05-14-3632,0.10013657,-0.06146416
2020-08-20,2020-08-20-3632,0.10442919,-0.06521367
2020-10-27,2020-10-27-3632,0.10365259,-0.06457611
2020-02-05,2020-02-05-3633,0.0881358,-0.05794654
2020-04-30,2020-04-30-3633,0.089083545,-0.058213204
2020-07-29,2020-07-29-3633,0.08239775,-0.05892136
2020-11-04,2020-11-04-3633,0.07237359,-0.054635473
2020-11-20,2020-11-20-3633,0.07463286,-0.055729166
2020-02-06,2020-02-06-3634,0.09122125,-0.05841232
2020-05-08,2020-05-08-3634,0.094057426,-0.058778554
2020-05-11,2020-05-11-3634,0.09361645,-0.058678456
2020-08-06,2020-08-06-3634,0.0941993,-0.058840513
2020-11-05,2020-11-05-3634,0.094546124,-0.05883971
2020-01-27,2020-01-27-3635,0.08740347,-0.058963023
2020-04-27,2020-04-27-3635,0.08706997,-0.058821924
2020-07-27,2020-07-27-3635,0.084255345,-0.05947134
2020-10-26,2020-10-26-3635,0.07792922,-0.057481438
2020-02-05,2020-02-05-3636,0.07739831,-0.057657667
2020-05-08,2020-05-08-3636,0.08185699,-0.058225572
2020-08-03,2020-08-03-3636,0.0778736,-0.05797901
2020-11-04,2020-11-04-3636,0.079855725,-0.058354706
2020-02-06,2020-02-06-3639,0.09943062,-0.061044402
2020-05-11,2020-05-11-3639,0.09874884,-0.060276717
2020-08-13,2020-08-13-3639,0.09846148,-0.06037716
2020-11-05,2020-11-05-3639,0.09903967,-0.061093234
2020-01-30,2020-01-30-3640,0.088188745,-0.057916336
2020-05-15,2020-05-15-3640,0.08876846,-0.05799494
2020-07-30,2020-07-30-3640,0.088241145,-0.057911195
2020-09-15,2020-09-15-3640,0.087869324,-0.057850324
2020-10-30,2020-10-30-3640,0.08732938,-0.057788305
2020-02-10,2020-02-10-3641,0.08870474,-0.058102593
2020-05-21,2020-05-21-3641,0.08867159,-0.058067083
2020-08-11,2020-08-11-3641,0.086077616,-0.057976842
2020-10-29,2020-10-29-3641,0.08620841,-0.05810625
2020-11-10,2020-11-10-3641,0.08684647,-0.057985574
2020-01-10,2020-01-10-3645,0.097134106,-0.059486628
2020-04-10,2020-04-10-3645,0.098149024,-0.059727304
2020-07-14,2020-07-14-3645,0.09756733,-0.059509844
2020-10-12,2020-10-12-3645,0.10154257,-0.06337555
2020-12-11,2020-12-11-3645,0.103513576,-0.06634058
2020-02-12,2020-02-12-3646,0.09678091,-0.059415832
2020-05-25,2020-05-25-3646,0.0993773,-0.06084843
2020-05-29,2020-05-29-3646,0.09819556,-0.060378157
2020-08-12,2020-08-12-3646,0.0975502,-0.059561037
2020-11-13,2020-11-13-3646,0.0976176,-0.059693843
2020-01-14,2020-01-14-3647,0.09940556,-0.05999133
2020-01-28,2020-01-28-3647,0.09940672,-0.060051806
2020-04-14,2020-04-14-3647,0.09992128,-0.060097225
2020-07-15,2020-07-15-3647,0.09940283,-0.059970416
2020-10-07,2020-10-07-3647,0.09997662,-0.06033984
2020-10-15,2020-10-15-3647,0.099727325,-0.06008853
2020-01-30,2020-01-30-3648,0.09567102,-0.059131898
2020-05-14,2020-05-14-3648,0.0956671,-0.05905866
2020-07-30,2020-07-30-3648,0.09513879,-0.058991976
2020-10-30,2020-10-30-3648,0.09485116,-0.058924764
2020-02-13,2020-02-13-3649,0.093890555,-0.05948177
2020-05-14,2020-05-14-3649,0.09597074,-0.059773564
2020-08-13,2020-08-13-3649,0.09512951,-0.059614517
2020-11-12,2020-11-12-3649,0.09316442,-0.05927085
2020-02-12,2020-02-12-3652,0.07992272,-0.05829744
2020-04-10,2020-04-10-3652,0.088408016,-0.058034897
2020-05-12,2020-05-12-3652,0.08186559,-0.05843897
2020-08-07,2020-08-07-3652,0.084061064,-0.05788129
2020-11-10,2020-11-10-3652,0.08358801,-0.057949275
2020-03-13,2020-03-13-3653,0.09177526,-0.05898854
2020-06-12,2020-06-12-3653,0.0893152,-0.05841723
2020-09-11,2020-09-11-3653,0.090144,-0.058325887
2020-12-11,2020-12-11-3653,0.09138314,-0.058918588
2020-01-31,2020-01-31-3655,0.07014543,-0.05447857
2020-02-07,2020-02-07-3655,0.07215914,-0.054722674
2020-05-14,2020-05-14-3655,0.07288671,-0.054818064
2020-08-12,2020-08-12-3655,0.07923044,-0.058480874
2020-11-12,2020-11-12-3655,0.07876556,-0.058370292
2020-02-13,2020-02-13-3656,0.10193469,-0.06477837
2020-05-12,2020-05-12-3656,0.10119748,-0.063739404
2020-08-06,2020-08-06-3656,0.10221457,-0.06445564
2020-11-05,2020-11-05-3656,0.09887441,-0.06259785
2020-03-12,2020-03-12-3657,0.09751815,-0.060300633
2020-06-05,2020-06-05-3657,0.095993906,-0.06082256
2020-09-04,2020-09-04-3657,0.095458075,-0.059800483
2020-12-04,2020-12-04-3657,0.09528388,-0.05954036
2020-01-29,2020-01-29-3658,0.08950235,-0.05848877
2020-04-24,2020-04-24-3658,0.09129298,-0.058988646
2020-07-29,2020-07-29-3658,0.08346595,-0.059140578
2020-10-28,2020-10-28-3658,0.08420249,-0.05993689
2020-02-13,2020-02-13-3659,0.08945656,-0.05768971
2020-05-13,2020-05-13-3659,0.10205638,-0.06726168
2020-08-06,2020-08-06-3659,0.072201915,-0.0437653
2020-11-10,2020-11-10-3659,0.08214075,-0.052979905
2020-02-07,2020-02-07-3660,0.10329388,-0.06366238
2020-05-08,2020-05-08-3660,0.1079259,-0.068690084
2020-05-25,2020-05-25-3660,0.10731963,-0.0683387
2020-08-13,2020-08-13-3660,0.10668676,-0.067349404
2020-11-06,2020-11-06-3660,0.10624867,-0.06729089
2020-02-14,2020-02-14-3661,0.08638159,-0.05859475
2020-05-15,2020-05-15-3661,0.088805534,-0.058506206
2020-08-14,2020-08-14-3661,0.08885826,-0.0588893
2020-11-13,2020-11-13-3661,0.088461764,-0.058875293
2020-03-13,2020-03-13-3662,0.09917629,-0.061171234
2020-06-12,2020-06-12-3662,0.09655003,-0.05973585
2020-09-11,2020-09-11-3662,0.09508638,-0.059517145
2020-12-04,2020-12-04-3662,0.09535909,-0.059547186
2020-12-22,2020-12-22-3662,0.094737425,-0.059653543
2020-02-12,2020-02-12-3663,0.09622849,-0.05942867
2020-02-14,2020-02-14-3663,0.09731373,-0.060024977
2020-05-08,2020-05-08-3663,0.09751419,-0.059755363
2020-08-07,2020-08-07-3663,0.09603887,-0.059446752
2020-11-06,2020-11-06-3663,0.09519513,-0.06162253
2020-02-13,2020-02-13-3664,0.10414295,-0.06407552
2020-05-28,2020-05-28-3664,0.10678518,-0.06690194
2020-08-13,2020-08-13-3664,0.1019582,-0.061666973
